video_id,effective_score,exciting_score,funny_score,language_score,sentiments,topics,topics_list_index,Topic,Description_x,Abbreviation_x,sentiments_list_index,Sentiment,Description_y,Abbreviation_y
7ae0tzVo8Fw,4,0.2,0.2,0,11,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,11,Conscious,"aware, thoughtful, prepared",conscious
tZGNqFGIpiw,3,1.0,0.2,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
zSAh2YJhMNE,1,0.6000000000000001,0.2,1,5,6,6,Alcohol,Alcohol,alcohol,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
ENau7AkayN8,5,0.6000000000000001,0.2,1,9,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
BBTtQwipT4k,3,0.8,0.4,1,18,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
TRmgMe2STL0,5,0.8,0.4,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
VrtCpjXDyqM,3,0.6000000000000001,0.6000000000000001,1,21,7,7,Coffee,"Coffee, tea",coffee,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
C1QLMHgX_VU,3,0.4,0.2,1,9,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
mxr83Vkrh00,5,0.4,0.4,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
lNNDr1vH83Y,5,0.4,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
HZChlynmtgc,3,0.6000000000000001,0.0,1,5,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
JvcH3kpEP8E,2,0.0,0.4,0,11,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,11,Conscious,"aware, thoughtful, prepared",conscious
xm4RaDWsRgE,3,0.8,0.4,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
DKAPJyFAzs8,3,0.4,0.0,1,21,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
GMovhjpIegg,3,0.4,0.0,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
cO7iCbtlcIc,5,0.8,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
eHh0bqD78b0,5,0.4,0.6000000000000001,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
irUYwVN_AQ4,3,0.2,0.2,-1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
XyZtMfMWONI,3,0.4,0.8,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
uLg4kDAGZuw,5,0.6000000000000001,0.8,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
b9zjwmDHE3Y,5,1.0,0.4,1,4,27,27,Sports,Sports equipment and activities,sports,4,Alert,"attentive, curious",alert
s2DTEADGSpw,5,0.8,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
bL2qqJOSw0c,2,0.8,0.0,1,11,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,11,Conscious,"aware, thoughtful, prepared",conscious
2xwUuSM06xQ,1,0.4,0.8,1,6,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,6,Amused,"humored, laughing",amused
UvDs7RDKCag,5,0.6000000000000001,0.4,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
hYyMMs-WO4U,3,0.2,0.0,1,15,37,37,Political,Political candidates (support or opposition),political,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
L7bHdo2DJHY,5,0.6000000000000001,0.2,1,15,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
KObDkEBwuTc,3,0.8,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
RwvuckZDpB0,3,0.8,0.2,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
RM2JAlPRYKE,2,0.8,0.2,1,21,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
KHx0_NFuGb4,5,0.4,0.8,1,4,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,4,Alert,"attentive, curious",alert
IDumJG4RXt8,3,1.0,0.2,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
dqxBrcgtX-A,3,0.8,0.8,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
brq5oJFIKJ0,3,0.6000000000000001,0.2,1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
TosjG0E191U,5,0.6000000000000001,0.8,0,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
HAmI1MJECZ4,5,0.4,0.0,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
O1Z91YkPatw,4,0.8,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
mqdj-MFAhi8,5,0.2,0.2,1,15,16,16,Other Services,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",other_service,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
2BXRGzjo1_Q,5,0.8,0.8,1,6,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,6,Amused,"humored, laughing",amused
cnIYtqPUlFs,2,0.4,0.6000000000000001,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
_uQOchrK7NA,3,0.6000000000000001,1.0,1,6,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,6,Amused,"humored, laughing",amused
3FtNm9CgA6U,5,0.4,0.4,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
Bxaq80Hp5bY,5,0.2,0.2,1,8,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
M9uxiTWZLwg,3,0.4,0.0,1,8,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
1dcPHVFHCRY,4,0.4,0.8,0,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
-35m_mkcHnI,2,0.4,0.0,1,5,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
heV0CNzC9OI,3,0.6000000000000001,0.4,1,9,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
Ue-TqmP6I_g,5,0.8,0.4,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
m58Bp6PfXss,3,0.6000000000000001,1.0,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
aURA4lJSP5w,5,0.0,0.0,1,5,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
kjBGSC1ond8,5,0.4,0.4,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
zqlVUFL9hlQ,3,0.6000000000000001,0.2,-1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
wt9VctrBOZY,1,0.6000000000000001,0.4,1,4,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,4,Alert,"attentive, curious",alert
6e3z2H1O5zE,3,0.6000000000000001,0.2,1,5,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
O5G4fVe1LUA,5,0.6000000000000001,0.8,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
UJVlHwpS6Nw,5,0.4,0.0,-1,5,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
HNo-_DEEm54,3,0.6000000000000001,0.4,1,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
79uA-gHvw18,3,0.6000000000000001,0.2,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
ecV5FhZEvi4,3,0.6000000000000001,0.0,1,25,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,25,Persuaded,"impressed, enchanted, immersed",persuaded
XBXlh4E9HhU,5,0.5,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
7AuhjzxAudY,4,0.8,0.4,1,6,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,6,Amused,"humored, laughing",amused
jGldy-ABbsw,3,0.8,0.2,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
pwh1INne97Q,5,0.4,1.0,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
KSv45XgmH4U,3,1.0,0.6000000000000001,1,8,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
z62vD5BDDUE,2,0.6000000000000001,0.8,0,9,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
UgEEcM-jYHY,3,0.4,0.0,1,5,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
n0r3USJnZnA,3,0.2,0.6000000000000001,1,9,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
t4Xt_XS9BJA,4,0.4,0.8,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
a7w7CTL8VaE,3,0.4,1.0,1,4,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,4,Alert,"attentive, curious",alert
Ghl19lJJ_mA,5,0.6000000000000001,0.8,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
HQQs3nl0LcY,3,0.4,1.0,1,6,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,6,Amused,"humored, laughing",amused
t6MCn8wPR1I,5,0.6000000000000001,0.8,1,6,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,6,Amused,"humored, laughing",amused
pv4WZkppmTU,3,0.2,0.0,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
7ZbLntTvV8o,5,0.6000000000000001,0.4,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
hPxZiCha6pM,5,0.8,0.2,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
I886RBjiODg,5,0.4,0.2,1,14,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,14,Eager,"hungry, thirsty, passionate",eager
uhHMWLjL77U,2,0.4,0.8,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
6CbQOLqZ8IA,3,0.6000000000000001,0.6000000000000001,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
M4dTKckmLwE,5,0.6000000000000001,1.0,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
AR-dXdnjljc,3,0.4,0.2,1,1,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
IKPtNDYezLY,4,0.8,0.4,0,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
5sXwEoeurSo,4,0.8,0.0,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
Iyf5b3uglUc,3,0.0,1.0,1,6,16,16,Other Services,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",other_service,6,Amused,"humored, laughing",amused
UrEPJkajMSE,2,0.8,0.8,1,1,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
IPme5GPdiCs,3,1.0,0.2,1,9,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
TKL_cn8vhjo,4,0.6000000000000001,1.0,1,10,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,10,Confident,"assured, strong, healthy",confident
8pmw5CAc3rk,5,0.4,0.0,1,15,37,37,Political,Political candidates (support or opposition),political,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
zWzsOZMrbVs,4,0.4,0.0,1,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
b6EBK0ujV3o,5,0.4,0.8,1,14,7,7,Coffee,"Coffee, tea",coffee,14,Eager,"hungry, thirsty, passionate",eager
KsdD1MJXOpk,5,0.4,1.0,1,6,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,6,Amused,"humored, laughing",amused
cDS53Y8q9lE,4,1.0,0.4,1,5,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
oDcb3eAAK1s,4,0.8,0.4,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
_3sLwG1ZSBA,2,1.0,1.0,1,6,27,27,Sports,Sports equipment and activities,sports,6,Amused,"humored, laughing",amused
BqCXsGCggWw,3,0.6000000000000001,0.8,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
BOZywMwhEIM,3,1.0,0.6000000000000001,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
Yh0V68c1ybw,5,0.8,0.8,1,14,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,14,Eager,"hungry, thirsty, passionate",eager
4c43WKFcn4c,5,0.6000000000000001,0.8,1,6,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,6,Amused,"humored, laughing",amused
5U9I7QrpSkk,5,0.6000000000000001,0.4,1,10,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,10,Confident,"assured, strong, healthy",confident
c-PfqVlBUuQ,5,0.8,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
7w_AT2sHBss,5,0.4,0.2,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
kZnBpmZXBms,5,0.6000000000000001,0.6000000000000001,1,9,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
PjcNjEFtUSg,3,1.0,0.2,-1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
_rnKWUHi7_A,2,0.4,0.2,1,6,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,6,Amused,"humored, laughing",amused
Cqs2F-lpGrA,5,1.0,0.0,1,4,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,4,Alert,"attentive, curious",alert
EPOcxNMzNhc,5,1.0,0.8,1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
drjhfrRFoeA,5,0.4,0.2,1,9,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
-IqXOsikgVg,3,0.6000000000000001,0.0,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
xEYInUvLalQ,5,0.6000000000000001,1.0,1,6,6,6,Alcohol,Alcohol,alcohol,6,Amused,"humored, laughing",amused
Oph4fcJmPBk,1,0.6000000000000001,0.4,1,3,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
44e-Y08_B-0,1,0.4,0.4,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
uxJyPsmEask,2,0.2,0.2,1,11,37,37,Political,Political candidates (support or opposition),political,11,Conscious,"aware, thoughtful, prepared",conscious
mBbjL3Ktn_c,4,0.0,0.0,1,4,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,4,Alert,"attentive, curious",alert
RyeDBZaxFa8,5,0.6000000000000001,0.4,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
694TX2lQ7Uo,3,0.2,0.6000000000000001,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
7geyX1Er1zs,5,1.0,1.0,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
l9b5jym0ig8,2,0.6000000000000001,0.0,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
iZVWAfmRELE,3,0.4,0.0,1,4,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,4,Alert,"attentive, curious",alert
vAO47Lz9kxQ,3,0.6000000000000001,0.4,1,14,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,14,Eager,"hungry, thirsty, passionate",eager
r-m27SZUFj0,4,0.2,0.0,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
2j65DpagyhI,3,0.6000000000000001,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
qq0ar8_9FSM,2,0.2,0.8,1,6,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,6,Amused,"humored, laughing",amused
XEEU1nQeGNA,3,0.6000000000000001,0.6000000000000001,1,1,6,6,Alcohol,Alcohol,alcohol,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
1dc1eKHgy_o,3,0.6000000000000001,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
3RnT8kVXbHA,3,0.6000000000000001,0.6000000000000001,0,5,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
6uLBrg6ai0c,2,0.2,0.6000000000000001,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
u06rDf-kUt0,5,0.4,0.6000000000000001,-1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
e8374g64kCE,3,0.6000000000000001,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
YGmX6m78zDM,3,0.6000000000000001,1.0,1,1,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
SaENQKoFHiQ,2,0.6000000000000001,0.0,1,9,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
k7KgP_jPDwU,3,0.8,0.2,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
rCwn1NTK-50,3,1.0,0.4,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
UwY67LYzH7Q,5,0.6000000000000001,0.4,1,1,16,16,Other Services,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",other_service,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
LLrTPrp-fW8,3,0.6000000000000001,0.4,1,9,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
4X4MwbVf5OA,3,0.6000000000000001,0.6000000000000001,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
T1Scd0rNt-s,5,0.6000000000000001,0.8,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
XWzNExv2nA0,3,1.0,0.4,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
lPuWWADcUbY,5,1.0,0.6000000000000001,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
V44DI0ZP8Cg,3,0.2,0.8,1,15,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
iKQH9wQaviw,2,0.4,0.0,1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
Ejf8lk9nYH4,3,0.0,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
F0WaSy5jNLg,3,1.0,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
UVYUCU8XSLE,2,0.8,0.0,1,8,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
B3NGN4t4hm4,5,0.6000000000000001,0.8,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
YKD1XHDTJNs,1,0.2,0.4,0,6,16,16,Other Services,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",other_service,6,Amused,"humored, laughing",amused
8Z9hWVZ_BiM,5,0.4,0.2,0,3,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
7pi6BtYXD1w,5,0.8,0.8,1,25,6,6,Alcohol,Alcohol,alcohol,25,Persuaded,"impressed, enchanted, immersed",persuaded
Ytz3ljpYwIo,4,0.4,0.0,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
r1D1jI61ckY,5,0.2,0.2,1,15,37,37,Political,Political candidates (support or opposition),political,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
aySEdLaEDc8,5,0.6000000000000001,0.8,1,6,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,6,Amused,"humored, laughing",amused
Ol7x46IpMTQ,4,0.8,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
r0m0tP0nR_0,4,0.6000000000000001,1.0,1,6,6,6,Alcohol,Alcohol,alcohol,6,Amused,"humored, laughing",amused
